"Order","Level","Code","Parent","Description","This item includes","This item also includes","This item excludes","Reference to ISIC Rev. 4"
"399115","3","49.5","49","Putkijohtokuljetus",,,,"493"
"399116","4","49.50","49.5","Putkijohtokuljetus",,,,"4930"
"399117","2","50","H","Vesiliikenne",,,,"50"
"399118","3","50.1","50","Meri- ja rannikkovesiliikenteen henkilökuljetus",,,,"501"
"399119","4","50.10","50.1","Meri- ja rannikkovesiliikenteen henkilökuljetus",,,,"5011"
"399120","3","50.2","50","Meri- ja rannikkovesiliikenteen tavarakuljetus",,,,"501"
"399121","4","50.20","50.2","Meri- ja rannikkovesiliikenteen tavarakuljetus",,,,"5012"
"399122","3","50.3","50","Sisävesiliikenteen henkilökuljetus",,,,"502"
"399123","4","50.30","50.3","Sisävesiliikenteen henkilökuljetus",,,,"5021"
"399124","3","50.4","50","Sisävesiliikenteen tavarakuljetus",,,,"502"
"399125","4","50.40","50.4","Sisävesiliikenteen tavarakuljetus",,,,"5022"
"399126","2","51","H","Ilmaliikenne",,,,"51"
"399127","3","51.1","51","Matkustajalentoliikenne",,,,"511"
"399128","4","51.10","51.1","Matkustajalentoliikenne",,,,"5110"
"399129","3","51.2","51","Lentoliikenteen tavarakuljetus ja avaruusliikenne",,,,"512"
"399130","4","51.21","51.2","Lentoliikenteen tavarakuljetus",,,,"5120"
"399131","4","51.22","51.2","Avaruusliikenne",,,,"5120"
"399132","2","52","H","Varastointi ja liikennettä palveleva toiminta",,,,"52"
"399133","3","52.1","52","Varastointi",,,,"521"
"399134","4","52.10","52.1","Varastointi",,,,"5210"
"399135","3","52.2","52","Liikennettä palveleva toiminta",,,,"522"
"399136","4","52.21","52.2","Maaliikennettä palveleva toiminta",,,,"5221"
"399137","4","52.22","52.2","Vesiliikennettä palveleva toiminta",,,,"5222"
"399138","4","52.23","52.2","Ilmaliikennettä palveleva toiminta",,,,"5223"
"399139","4","52.24","52.2","Lastinkäsittely",,,,"5224"
"399140","4","52.29","52.2","Muu liikennettä palveleva toiminta",,,,"5229"
"399141","2","53","H","Posti- ja kuriiritoiminta",,,,"53"
"399142","3","53.1","53","Postin yleispalvelu",,,,"531"
"399143","4","53.10","53.1","Postin yleispalvelu",,,,"5310"
"399144","3","53.2","53","Muu posti-, jakelu- ja kuriiritoiminta",,,,"532"
"399145","4","53.20","53.2","Muu posti-, jakelu- ja kuriiritoiminta",,,,"5320"
"399146","1","I",,"MAJOITUS- JA RAVITSEMISTOIMINTA",,,,"I"
"399147","2","55","I","Majoitus",,,,"55"
"399148","3","55.1","55","Hotellit ja vastaavat majoitusliikkeet",,,,"551"
"399149","4","55.10","55.1","Hotellit ja vastaavat majoitusliikkeet",,,,"5510"
"399150","3","55.2","55","Lomakylät, retkeilymajat yms. majoitus",,,,"551"
"399151","4","55.20","55.2","Lomakylät, retkeilymajat yms. majoitus",,,,"5510"
"399152","3","55.3","55","Leirintäalueet, asuntovaunu- ja matkailuvaunualueet",,,,"552"
"399153","4","55.30","55.3","Leirintäalueet, asuntovaunu- ja matkailuvaunualueet",,,,"5520"
"399154","3","55.9","55","Muu majoitus",,,,"559"
"399155","4","55.90","55.9","Muu majoitus",,,,"5590"
"399156","2","56","I","Ravitsemistoiminta",,,,"56"
"399157","3","56.1","56","Ravintolat ja vastaava ravitsemistoiminta",,,,"561"
"399158","4","56.10","56.1","Ravintolat ja vastaava ravitsemistoiminta",,,,"5610"
"399159","3","56.2","56","Ateriapalvelut ja muut ravitsemispalvelut",,,,"562"
"399160","4","56.21","56.2","Pitopalvelu",,,,"5621"
"399161","4","56.29","56.2","Henkilöstö- ja laitosruokalat",,,,"5629"
"399162","3","56.3","56","Baarit ja kahvilat",,,,"563"
"399163","4","56.30","56.3","Baarit ja kahvilat",,,,"5630"
"399164","1","J",,"INFORMAATIO JA VIESTINTÄ",,,,"J"
"399165","2","58","J","Kustannustoiminta",,,,"58"
"399166","3","58.1","58","Kirjojen ja lehtien kustantaminen ja muu kustannustoiminta",,,,"581"
"399167","4","58.11","58.1","Kirjojen kustantaminen",,,,"5811"
"399168","4","58.12","58.1","Hakemistojen ja postituslistojen julkaiseminen",,,,"5812"
"399169","4","58.13","58.1","Sanomalehtien kustantaminen",,,,"5813"
"399170","4","58.14","58.1","Aikakauslehtien ja harvemmin ilmestyvien sanomalehtien kustantaminen",,,,"5813"
"399171","4","58.19","58.1","Muu kustannustoiminta",,,,"5819"
"399172","3","58.2","58","Ohjelmistojen kustantaminen",,,,"582"
"399173","4","58.21","58.2","Tietokonepelien kustantaminen",,,,"5820"
"399174","4","58.29","58.2","Muu ohjelmistojen kustantaminen",,,,"5820"
"399175","2","59","J","Elokuva-, video- ja televisio-ohjelmatuotanto, äänitteiden ja musiikin kustantaminen",,,,"59"
"399176","3","59.1","59","Elokuva-, video- ja televisio-ohjelmatoiminta",,,,"591"
"399177","4","59.11","59.1","Elokuvien, videoiden ja televisio-ohjelmien tuotanto",,,,"5911"
"399178","4","59.12","59.1","Elokuvien, video- ja televisio-ohjelmien jälkituotanto",,,,"5912"
"399179","4","59.13","59.1","Elokuvien, videoiden ja televisio-ohjelmien levitys",,,,"5913"
"399180","4","59.14","59.1","Elokuvien esittäminen",,,,"5914"
"399181","3","59.2","59","Äänitysstudiot; äänitteiden ja musiikin kustantaminen",,,,"592"
"399182","4","59.20","59.2","Äänitysstudiot; äänitteiden ja musiikin kustantaminen",,,,"5920"
"399183","2","60","J","Radio- ja televisiotoiminta",,,,"60"
"399184","3","60.1","60","Radio-ohjelmien tuottaminen ja lähettäminen",,,,"601"
"399185","4","60.10","60.1","Radio-ohjelmien tuottaminen ja lähettäminen",,,,"6010"
"399186","3","60.2","60","Televisio-ohjelmien tuottaminen ja lähettäminen",,,,"602"
"399187","4","60.20","60.2","Televisio-ohjelmien tuottaminen ja lähettäminen",,,,"6020"
"399188","2","61","J","Televiestintä",,,,"61"
"399189","3","61.1","61","Kiinteän puhelinverkon hallinta ja palvelut",,,,"611"
"399190","4","61.10","61.1","Kiinteän puhelinverkon hallinta ja palvelut",,,,"6110"
"399191","3","61.2","61","Langattoman verkon hallinta ja palvelut",,,,"612"
"399192","4","61.20","61.2","Langattoman verkon hallinta ja palvelut",,,,"6120"
"399193","3","61.3","61","Satelliittiviestintä",,,,"613"
"399194","4","61.30","61.3","Satelliittiviestintä",,,,"6130"
"399195","3","61.9","61","Muut televiestintäpalvelut",,,,"619"
"399196","4","61.90","61.9","Muut televiestintäpalvelut",,,,"6190"
"399197","2","62","J","Ohjelmistot, konsultointi ja siihen liittyvä toiminta",,,,"62"
"399198","3","62.0","62","Ohjelmistot, konsultointi ja siihen liittyvä toiminta",,,,"620"
"399199","4","62.01","62.0","Ohjelmistojen suunnittelu ja valmistus",,,,"6201"
"399200","4","62.02","62.0","Atk-laitteisto- ja ohjelmistokonsultointi",,,,"6202"
"399201","4","62.03","62.0","Tietojenkäsittelyn ja laitteistojen käyttö- ja hallintapalvelut",,,,"6202"
"399202","4","62.09","62.0","Muu laitteisto- ja tietotekninen palvelutoiminta",,,,"6209"
"399203","2","63","J","Tietopalvelutoiminta",,,,"63"
"399204","3","63.1","63","Tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut; verkkoportaalit",,,,"631"
"399205","4","63.11","63.1","Tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut",,,,"6311"
"399206","4","63.12","63.1","Verkkoportaalit",,,,"6312"
"399207","3","63.9","63","Muu tietopalvelutoiminta",,,,"639"
"399208","4","63.91","63.9","Uutistoimistot",,,,"6391"
"399209","4","63.99","63.9","Muualla luokittelematon tietopalvelutoiminta",,,,"6399"
"399210","1","K",,"RAHOITUS- JA VAKUUTUSTOIMINTA",,,,"K"
"399211","2","64","K","Rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)",,,,"64"
"399212","3","64.1","64","Pankkitoiminta",,,,"641"
"399213","4","64.11","64.1","Keskuspankkitoiminta",,,,"6411"
"399214","4","64.19","64.1","Muu pankkitoiminta",,,,"6419"
"399215","3","64.2","64","Rahoitusalan holdingyhtiöiden toiminta",,,,"642"
"399216","4","64.20","64.2","Rahoitusalan holdingyhtiöiden toiminta",,,,"6420"
"399217","3","64.3","64","Säätiöt, rahastot ja muut varainhoitoyhteisöt",,,,"643"
"399218","4","64.30","64.3","Säätiöt, rahastot ja muut varainhoitoyhteisöt",,,,"6430"
"399219","3","64.9","64","Muut rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)",,,,"649"
"399220","4","64.91","64.9","Rahoitusleasing",,,,"6491"
"399221","4","64.92","64.9","Muu luotonanto",,,,"6492"
"399222","4","64.99","64.9","Muualla luokittelemattomat rahoituspavelut (pl. vakuutus- ja eläkevakuutustoiminta)",,,,"6499"
"399223","2","65","K","Vakuutus-, jälleenvakuutus- ja eläkevakuutustoiminta (pl. pakollinen sosiaalivakuutus)",,,,"65"
"399224","3","65.1","65","Vakuutustoiminta",,,,"651"
"399225","4","65.11","65.1","Henkivakuutustoiminta",,,,"6511"
"399226","4","65.12","65.1","Muu vakuutustoiminta",,,,"6512"
"399227","3","65.2","65","Jälleenvakuutustoiminta",,,,"652"
"399228","4","65.20","65.2","Jälleenvakuutustoiminta",,,,"6520"
"399229","3","65.3","65","Eläkevakuutustoiminta",,,,"653"
"399230","4","65.30","65.3","Eläkevakuutustoiminta",,,,"6530"
"399231","2","66","K","Rahoitusta ja vakuuttamista palveleva toiminta",,,,"66"
"399232","3","66.1","66","Rahoitusta ja vakuuttamista palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta)",,,,"661"
"399233","4","66.11","66.1","Pörssitoiminta ja rahoitusmarkkinoiden hallinnolliset tukipalvelut",,,,"6611"
"399234","4","66.12","66.1","Arvopaperien ja raaka-ainesopimusten välittäminen",,,,"6612"
"399235","4","66.19","66.1","Muu rahoitusta palveleva toiminta (pl. vakuutus- ja eläkevakuutustoiminta)",,,,"6619"
"399236","3","66.2","66","Vakuutus- ja eläkevakuutustoimintaa avustava toiminta",,,,"662"
"399237","4","66.21","66.2","Riskin- ja vahingonarviointi",,,,"6621"
"399238","4","66.22","66.2","Vakuutusasiamiesten ja -välittäjien toiminta",,,,"6622"
"399239","4","66.29","66.2","Muu vakuutus- ja eläkevakuutustoimintaa avustava toiminta",,,,"6629"
"399240","3","66.3","66","Omaisuudenhoitotoiminta",,,,"663"
"399241","4","66.30","66.3","Omaisuudenhoitotoiminta",,,,"6630"
"399242","1","L",,"KIINTEISTÖALAN TOIMINTA",,,,"L"
"399243","2","68","L","Kiinteistöalan toiminta",,,,"68"
"399244","3","68.1","68","Omien kiinteistöjen kauppa",,,,"681"
"399245","4","68.10","68.1","Omien kiinteistöjen kauppa",,,,"6810"
"399246","3","68.2","68","Omien tai leasing-kiinteistöjen vuokraus ja hallinta",,,,"681"
"399247","4","68.20","68.2","Omien tai leasing-kiinteistöjen vuokraus ja hallinta",,,,"6810"
"399248","3","68.3","68","Kiinteistöalan toiminta palkkio- tai sopimusperusteisesti",,,,"682"
"399249","4","68.31","68.3","Kiinteistönvälitys",,,,"6820"
"399250","4","68.32","68.3","Kiinteistöjen isännöinti",,,,"6820"
"399251","1","M",,"AMMATILLINEN, TIETEELLINEN JA TEKNINEN TOIMINTA",,,,"M"
"399252","2","69","M","Lakiasiain- ja laskentatoimen palvelut",,,,"69"
"399253","3","69.1","69","Lakiasiainpalvelut",,,,"691"
"399254","4","69.10","69.1","Lakiasiainpalvelut",,,,"6910"
"399255","3","69.2","69","Laskentatoimi, kirjanpito ja tilintarkastus; veroneuvonta",,,,"692"
"399256","4","69.20","69.2","Laskentatoimi, kirjanpito ja tilintarkastus; veroneuvonta",,,,"6920"
"399257","2","70","M","Pääkonttorien toiminta; liikkeenjohdon konsultointi",,,,"70"
"399258","3","70.1","70","Pääkonttorien toiminta",,,,"701"
"399259","4","70.10","70.1","Pääkonttorien toiminta",,,,"7010"
"399260","3","70.2","70","Liikkeenjohdon konsultointi",,,,"702"
"399261","4","70.21","70.2","Suhdetoiminta ja viestintä",,,,"7020"
"399262","4","70.22","70.2","Muu liikkeenjohdon konsultointi",,,,"7020"
"399263","2","71","M","Arkkitehti- ja insinööripalvelut; tekninen testaus ja analysointi",,,,"71"
"399264","3","71.1","71","Arkkitehti- ja insinööripalvelut ja niihin liittyvä tekninen konsultointi",,,,"711"
"399265","4","71.11","71.1","Arkkitehtipalvelut",,,,"7110"
"399266","4","71.12","71.1","Insinööripalvelut ja niihin liittyvä tekninen konsultointi",,,,"7110"
"399267","3","71.2","71","Tekninen testaus ja analysointi",,,,"712"
"399268","4","71.20","71.2","Tekninen testaus ja analysointi",,,,"7120"
"399269","2","72","M","Tieteellinen tutkimus ja kehittäminen",,,,"72"
"399270","3","72.1","72","Luonnontieteen ja tekniikan tutkimus ja kehittäminen",,,,"721"
"399271","4","72.11","72.1","Biotekninen tutkimus ja kehittäminen",,,,"7210"
"399272","4","72.19","72.1","Muu luonnontieteellinen ja tekninen tutkimus ja kehittäminen",,,,"7210"
"399273","3","72.2","72","Yhteiskuntatieteellinen ja humanistinen tutkimus ja kehittäminen",,,,"722"
"399274","4","72.20","72.2","Yhteiskuntatieteellinen ja humanistinen tutkimus ja kehittäminen",,,,"7220"
"399275","2","73","M","Mainostoiminta ja markkinatutkimus",,,,"73"
"399276","3","73.1","73","Mainostoiminta",,,,"731"
"399277","4","73.11","73.1","Mainostoimistot ja mainospalvelu",,,,"7310"
"399278","4","73.12","73.1","Mainostilan vuokraus ja myynti",,,,"7310"
"399279","3","73.2","73","Markkina- ja mielipidetutkimukset",,,,"732"
"399280","4","73.20","73.2","Markkina- ja mielipidetutkimukset",,,,"7320"
"399281","2","74","M","Muut erikoistuneet palvelut liike-elämälle",,,,"74"
"399282","3","74.1","74","Taideteollinen muotoilu ja suunnittelu",,,,"741"
"399283","4","74.10","74.1","Taideteollinen muotoilu ja suunnittelu",,,,"7410"
"399284","3","74.2","74","Valokuvaustoiminta",,,,"742"
"399285","4","74.20","74.2","Valokuvaustoiminta",,,,"7420"
"399286","3","74.3","74","Kääntäminen ja tulkkaus",,,,"749"
"399287","4","74.30","74.3","Kääntäminen ja tulkkaus",,,,"7490"
"399288","3","74.9","74","Muualla luokittelemattomat erikoistuneet palvelut liike-elämälle",,,,"749"
"399289","4","74.90","74.9","Muualla luokittelemattomat erikoistuneet palvelut liike-elämälle",,,,"7490"
"399290","2","75","M","Eläinlääkintäpalvelut",,,,"75"
"399291","3","75.0","75","Eläinlääkintäpalvelut",,,,"750"
"399292","4","75.00","75.0","Eläinlääkintäpalvelut",,,,"7500"
"399293","1","N",,"HALLINTO- JA TUKIPALVELUTOIMINTA",,,,"N"
"399294","2","77","N","Vuokraus- ja leasingtoiminta",,,,"77"
"399295","3","77.1","77","Moottoriajoneuvojen vuokraus ja leasing",,,,"771"
"399296","4","77.11","77.1","Autojen ja kevyiden moottoriajoneuvojen vuokraus ja leasing",,,,"7710"
"399297","4","77.12","77.1","Kuorma-autojen ja muiden raskaiden ajoneuvojen vuokraus ja leasing",,,,"7710"
"399298","3","77.2","77","Henkilökohtaisten ja kotitaloustavaroiden vuokraus ja leasing",,,,"772"
"399299","4","77.21","77.2","Vapaa-ajan ja urheiluvälineiden vuokraus ja leasing",,,,"7721"
"399300","4","77.22","77.2","Videofilmien vuokraus",,,,"7722"
"399301","4","77.29","77.2","Muiden henkilökohtaisten ja kotitaloustavaroiden vuokraus ja leasing",,,,"7729"
"399302","3","77.3","77","Koneiden ja laitteiden vuokraus ja leasing",,,,"773"
"399303","4","77.31","77.3","Maatalouskoneiden ja -laitteiden vuokraus ja leasing",,,,"7730"
"399304","4","77.32","77.3","Rakennuskoneiden ja -laitteiden vuokraus ja leasing",,,,"7730"
"399305","4","77.33","77.3","Toimistokoneiden ja -laitteiden sekä tietokoneiden vuokraus ja leasing",,,,"7730"
"399306","4","77.34","77.3","Vesiliikennevälineiden vuokraus ja leasing",,,,"7730"
"399307","4","77.35","77.3","Ilmaliikennevälineiden vuokraus ja leasing",,,,"7730"
"399308","4","77.39","77.3","Muiden koneiden ja laitteiden vuokraus ja leasing",,,,"7730"
"399309","3","77.4","77","Henkisen omaisuuden ja vastaavien tuotteiden leasing (pl. tekijänoikeuden suojaamat teokset)",,,,"774"
"399310","4","77.40","77.4","Henkisen omaisuuden ja vastaavien tuotteiden leasing (pl. tekijänoikeuden suojaamat teokset)",,,,"7740"
"399311","2","78","N","Työllistämistoiminta",,,,"78"
"399312","3","78.1","78","Työnvälitystoiminta",,,,"781"
"399313","4","78.10","78.1","Työnvälitystoiminta",,,,"7810"
"399314","3","78.2","78","Työvoiman vuokraus",,,,"782"
"399315","4","78.20","78.2","Työvoiman vuokraus",,,,"7820"
"399316","3","78.3","78","Muut henkilöstön hankintapalvelut",,,,"783"
"399317","4","78.30","78.3","Muut henkilöstön hankintapalvelut",,,,"7830"
"399318","2","79","N","Matkatoimistojen ja matkanjärjestäjien toiminta; varauspalvelut",,,,"79"
"399319","3","79.1","79","Matkatoimistojen ja matkanjärjestäjien toiminta",,,,"791"
"399320","4","79.11","79.1","Matkatoimistojen toiminta",,,,"7911"
"399321","4","79.12","79.1","Matkanjärjestäjien toiminta",,,,"7912"
"399322","3","79.9","79","Varauspalvelut, matkaoppaiden palvelut ym.",,,,"799"
"399323","4","79.90","79.9","Varauspalvelut, matkaoppaiden palvelut ym.",,,,"7990"
"399324","2","80","N","Turvallisuus-, vartiointi- ja etsiväpalvelut",,,,"80"
"399325","3","80.1","80","Yksityiset turvallisuuspalvelut",,,,"801"
"399326","4","80.10","80.1","Yksityiset turvallisuuspalvelut",,,,"8010"
"399327","3","80.2","80","Turvallisuusjärjestelmät",,,,"802"
"399328","4","80.20","80.2","Turvallisuusjärjestelmät",,,,"8020"
"399329","3","80.3","80","Etsivätoiminta",,,,"803"
"399330","4","80.30","80.3","Etsivätoiminta",,,,"8030"
"399331","2","81","N","Kiinteistön- ja maisemanhoito",,,,"81"
"399332","3","81.1","81","Kiinteistönhoito",,,,"811"
"399333","4","81.10","81.1","Kiinteistönhoito",,,,"8110"
"399334","3","81.2","81","Siivouspalvelut",,,,"812"
"399335","4","81.21","81.2","Kiinteistöjen siivous",,,,"8121"
"399336","4","81.22","81.2","Muu rakennus- ja teollisuussiivous",,,,"8129"
"399337","4","81.29","81.2","Muu siivoustoiminta",,,,"8129"
"399338","3","81.3","81","Maisemanhoitopalvelut",,,,"813"
"399339","4","81.30","81.3","Maisemanhoitopalvelut",,,,"8130"
"399340","2","82","N","Hallinto- ja tukipalvelut liike-elämälle",,,,"82"
"399341","3","82.1","82","Hallinto- ja toimistopalvelut",,,,"821"
"399342","4","82.11","82.1","Yhdistetyt toimistopalvelut",,,,"8211"
"399343","4","82.19","82.1","Sihteeri-, toimisto- ja postituspalvelut",,,,"8219"
"399344","3","82.2","82","Puhelinpalvelukeskusten toiminta",,,,"822"
"399345","4","82.20","82.2","Puhelinpalvelukeskusten toiminta",,,,"8220"
"399346","3","82.3","82","Messujen ja kongressien järjestäminen",,,,"823"
"399347","4","82.30","82.3","Messujen ja kongressien järjestäminen",,,,"8230"
"399348","3","82.9","82","Muu liike-elämää palveleva toiminta",,,,"829"
"399349","4","82.91","82.9","Perintä- ja luottotietopalvelut",,,,"8291"
"399350","4","82.92","82.9","Pakkauspalvelut",,,,"8292"
"399351","4","82.99","82.9","Muut palvelut liike-elämälle",,,,"8299"
"399352","1","O",,"JULKINEN HALLINTO JA MAANPUOLUSTU3S; PAKOLLINEN SOSIAALIVAKUUTUS",,,,"O"
"399353","2","84","O","Julkinen hallinto ja maanpuolustus; pakollinen sosiaalivakuutus",,,,"84"
"399354","3","84.1","84","Julkinen hallinto",,,,"841"
"399355","4","84.11","84.1","Julkinen yleishallinto",,,,"8411"
"399356","4","84.12","84.1","Terveydenhuollon, opetuksen, kulttuurin ja muiden yhteiskuntapalvelujen hallinto",,,,"8412"
"399357","4","84.13","84.1","Työvoima- ja elinkeinoasiain hallinto",,,,"8413"
"399358","3","84.2","84","Ulkoasian hallinto, maanpuolustus ja järjestystoimi",,,,"842"
"399359","4","84.21","84.2","Ulkoasiainhallinto",,,,"8421"
"399360","4","84.22","84.2","Maanpuolustus",,,,"8422"
"399361","4","84.23","84.2","Oikeustoimi",,,,"8423"
"399362","4","84.24","84.2","Poliisitoimi ja rajojen vartiointi",,,,"8423"
"399363","4","84.25","84.2","Palo- ja pelastustoimi",,,,"8423"
"399364","3","84.3","84","Pakollinen sosiaalivakuutustoiminta",,,,"843"
"399365","4","84.30","84.3","Pakollinen sosiaalivakuutustoiminta",,,,"8430"
"399366","1","P",,"KOULUTUS",,,,"P"
"399367","2","85","P","Koulutus",,,,"85"
"399368","3","85.1","85","Esiasteen koulutus",,,,"851"
"399369","4","85.10","85.1","Esiasteen koulutus",,,,"8510"
"399370","3","85.2","85","Alemman perusasteen koulutus",,,,"851"
"399371","4","85.20","85.2","Alemman perusasteen koulutus",,,,"8510"
"399372","3","85.3","85","Ylemmän perusasteen ja keskiasteen koulutus",,,,"852"
"399373","4","85.31","85.3","Ylemmän perusasteen koulutus ja lukiokoulutus",,,,"8521"
"399374","4","85.32","85.3","Keskiasteen ammatillinen koulutus",,,,"8522"
"399375","3","85.4","85","Korkea-asteen koulutus",,,,"853"
"399376","4","85.41","85.4","Korkea-asteen koulutus (pl. yliopistot ja ammattikorkeakoulut)",,,,"8530"
"399377","4","85.42","85.4","Korkea-asteen koulutus yliopistoissa ja ammattikorkeakouluissa",,,,"8530"
"399378","3","85.5","85","Muu koulutus",,,,"854"
"399379","4","85.51","85.5","Urheilu- ja liikuntakoulutus",,,,"8541"
"399380","4","85.52","85.5","Taiteen ja musiikin koulutus",,,,"8542"
"399381","4","85.53","85.5","Kuljettajakoulutus",,,,"8549"
"399382","4","85.59","85.5","Muualla luokittelematon koulutus",,,,"8549"
"399383","3","85.6","85","Koulutusta palveleva toiminta",,,,"855"
"399384","4","85.60","85.6","Koulutusta palveleva toiminta",,,,"8550"
"399385","1","Q",,"TERVEYS- JA SOSIAALIPALVELUT",,,,"Q"
"399386","2","86","Q","Terveyspalvelut",,,,"86"
"399387","3","86.1","86","Terveydenhuollon laitospalvelut",,,,"861"
"399388","4","86.10","86.1","Terveydenhuollon laitospalvelut",,,,"8610"
"399389","3","86.2","86","Lääkäri- ja hammaslääkäripalvelut",,,,"862"
"399390","4","86.21","86.2","Terveyskeskus- ja vastaavat yleislääkäripalvelut",,,,"8620"
"399391","4","86.22","86.2","Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",,,,"8620"
"399392","4","86.23","86.2","Hammaslääkäripalvelut",,,,"8620"
"399393","3","86.9","86","Muut terveydenhuoltopalvelut",,,,"869"
"399394","4","86.90","86.9","Muut terveydenhuoltopalvelut",,,,"8690"
"399395","2","87","Q","Sosiaalihuollon laitospalvelut",,,,"87"
"399396","3","87.1","87","Sosiaalihuollon hoitolaitokset",,,,"871"
"399397","4","87.10","87.1","Sosiaalihuollon hoitolaitokset",,,,"8710"
"399398","3","87.2","87","Kehitysvammaisten sekä mielenterveys- ja päihdeongelmaisten asumispalvelut",,,,"872"
"399399","4","87.20","87.2","Kehitysvammaisten sekä mielenterveys- ja päihdeongelmaisten asumispalvelut",,,,"8720"
"399400","3","87.3","87","Vanhusten ja vammaisten asumispalvelut",,,,"873"
"399401","4","87.30","87.3","Vanhusten ja vammaisten asumispalvelut",,,,"8730"
"399402","3","87.9","87","Muut sosiaalihuollon laitospalvelut",,,,"879"
"399403","4","87.90","87.9","Muut sosiaalihuollon laitospalvelut",,,,"8790"
"399404","2","88","Q","Sosiaalihuollon avopalvelut",,,,"88"
"399405","3","88.1","88","Vanhusten ja vammaisten sosiaalihuollon avopalvelut",,,,"881"
"399406","4","88.10","88.1","Vanhusten ja vammaisten sosiaalihuollon avopalvelut",,,,"8810"
"399407","3","88.9","88","Muut sosiaalihuollon avopalvelut",,,,"889"
"399408","4","88.91","88.9","Lasten päivähoitopalvelut",,,,"8890"
"399409","4","88.99","88.9","Muualla luokittelemattomat sosiaalihuollon avopalvelut",,,,"8890"
"399410","1","R",,"TAITEET, VIIHDE JA VIRKISTYS",,,,"R"
"399411","2","90","R","Kulttuuri- ja viihdetoiminta",,,,"90"
"399412","3","90.0","90","Kulttuuri- ja viihdetoiminta",,,,"900"
"399413","4","90.01","90.0","Esittävät taiteet",,,,"9000"
"399414","4","90.02","90.0","Esittäviä taiteita palveleva toiminta",,,,"9000"
"399415","4","90.03","90.0","Taiteellinen luominen",,,,"9000"
"399416","4","90.04","90.0","Taidelaitosten toiminta",,,,"9000"
"399417","2","91","R","Kirjastojen, arkistojen, museoiden ja muiden kulttuurilaitosten toiminta",,,,"91"
"399418","3","91.0","91","Kirjastojen, arkistojen, museoiden ja muiden kulttuurilaitosten toiminta",,,,"910"
"399419","4","91.01","91.0","Kirjastojen ja arkistojen toiminta",,,,"9101"
"399420","4","91.02","91.0","Museoiden toiminta",,,,"9102"
"399421","4","91.03","91.0","Historiallisten nähtävyyksien, rakennusten ja vastaavien kohteiden toiminta",,,,"9102"
"399422","4","91.04","91.0","Kasvitieteellisten puutarhojen, eläintarhojen ja luonnonpuistojen toiminta",,,,"9103"
"399423","2","92","R","Rahapeli- ja vedonlyöntipalvelut",,,,"92"
"399424","3","92.0","92","Rahapeli- ja vedonlyöntipalvelut",,,,"920"
"399425","4","92.00","92.0","Rahapeli- ja vedonlyöntipalvelut",,,,"9200"
"399426","2","93","R","Urheilutoiminta sekä huvi- ja virkistyspalvelut",,,,"93"
"399427","3","93.1","93","Urheilutoiminta",,,,"931"
"399428","4","93.11","93.1","Urheilulaitosten toiminta",,,,"9311"
"399429","4","93.12","93.1","Urheiluseurojen toiminta",,,,"9312"
"399430","4","93.13","93.1","Kuntokeskukset",,,,"9311"
"399431","4","93.19","93.1","Muu urheilutoiminta",,,,"9319"
"399432","3","93.2","93","Huvi- ja virkistystoiminta",,,,"932"
"399433","4","93.21","93.2","Huvi- ja teemapuistojen toiminta",,,,"9321"
"399434","4","93.29","93.2","Muu huvi- ja virkistystoiminta",,,,"9329"
"399435","1","S",,"MUU PALVELUTOIMINTA",,,,"S"
"399436","2","94","S","Järjestöjen toiminta",,,,"94"
"399437","3","94.1","94","Elinkeinoelämän, työnantaja- ja ammattialajärjestöjen toiminta",,,,"941"
"399438","4","94.11","94.1","Elinkeinoelämän ja työnantajajärjestöjen toiminta",,,,"9411"
"399439","4","94.12","94.1","Ammattialajärjestöjen toiminta",,,,"9412"
"399440","3","94.2","94","Ammattiyhdistysten toiminta",,,,"942"
"399441","4","94.20","94.2","Ammattiyhdistysten toiminta",,,,"9420"
"399442","3","94.9","94","Muiden järjestöjen toiminta",,,,"949"
"399443","4","94.91","94.9","Seurakunnat ja uskonnolliset järjestöt",,,,"9491"
"399444","4","94.92","94.9","Poliittiset järjestöt",,,,"9492"
"399445","4","94.99","94.9","Muut järjestöt",,,,"9499"
"399446","2","95","S","Tietokoneiden, henkilökohtaisten ja kotitaloustavaroiden korjaus",,,,"95"
"399447","3","95.1","95","Tietokoneiden ja viestintälaitteiden korjaus",,,,"951"
"399448","4","95.11","95.1","Tietokoneiden ja niiden oheislaitteiden korjaus",,,,"9511"
"399449","4","95.12","95.1","Viestintälaitteiden korjaus",,,,"9512"
"399450","3","95.2","95","Henkilökohtaisten ja kotitaloustavaroiden korjaus",,,,"952"
"399451","4","95.21","95.2","Viihde-elektroniikan korjaus",,,,"9521"
"399452","4","95.22","95.2","Kotitalouskoneiden sekä kodin ja puutarhan laitteiden korjaus",,,,"9522"
"399453","4","95.23","95.2","Jalkineiden ja nahkatavaroiden korjaus",,,,"9523"
